,PCON17NM,OBJECTID,PCON17CD,BNG_E,BNG_N,LONG,LAT,Shape__Are,Shape__Len,geometry,uri,election > label,electorate,majority,result of election,turnout,party_colour,party_colour_rgb
337,Nottingham South,338,E14000867,454681,339273,-1.1876,52.9481,32419400.3987732,35731.3811619398,"POLYGON ((455525.2014 341890.7041, 455119.5032 341159.903200001, 456440.0981 340147.902899999, 457794.8029 340061.6976, 458542.2012 339148.399, 458453.6987 338735.7971, 457839.4994 337541.2991, 457404.1024 337581.997400001, 457071.1009 338070.4976, 456587.7012 335023.4998, 456694.7963 333953.596000001, 455968.7033 333651.9024, 455603.1997 332774.5035, 453146.8971 334197.0963, 452795.3029 333920.9954, 452968.5976 334395.6995, 453162.2988 335258.702400001, 453965.2029 334970.095100001, 455078.8963 335856.801200001, 453939.099 337389.702500001, 452840.4034 337684.798, 452644.6986 338417.0984, 451554.5037 338570.6044, 450819.7038 339487.901900001, 452426.4024 340551.6973, 453979.9038 340572.8013, 452738.5027 342119.298599999, 454019.9996 341817.705, 454446.7969 342532.500299999, 454779.6995 342037.402100001, 455525.2014 341890.7041))",http://data.parliament.uk/resources/1223442,2019 General Election,79485.0,12568.0,Lab Hold,48134.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
338,Nuneaton,339,E14000868,431696,292172,-1.5342,52.5265,82681971.2185364,51161.3588663506,"POLYGON ((439618.9038 293111.9968, 439260.4992 292788.1995, 438853.3004 291074.100199999, 440301.0012 290990.804, 440314.3005 289698.6039, 440561.1988 289551.695900001, 440174.4972 289464.5009, 440016.1013 288954.696799999, 439401.5969 288837.2005, 437854.5019 288846.697699999, 437406.9023 289314.004000001, 436936.101 289070.003799999, 436513.2036 288237.0023, 436077.1965 288285.998199999, 435967.0013 289113.3014, 434978.8967 287942.296599999, 432394.3998 288527.999, 430278.1977 291146.999299999, 429940.4965 289707.001499999, 429063.8981 288758.0031, 427876.8979 289216.002, 427144.5963 288647.8047, 426310.3033 289130.996400001, 425729.2986 290218.805, 425210.2967 290331.1028, 424550.9969 291201.603700001, 423916.6961 291471.296499999, 424252.0969 292488.6952, 424576.8039 292467.801200001, 424770.6041 292998.2994, 425052.4038 292804.4049, 425429.2031 293639.095899999, 426094.1013 293770.0984, 426218.9975 293253.1964, 426933.399 292719.2992, 427766.9995 293431.795299999, 427764.0972 294127.1962, 429090.2988 294911.501700001, 429779.3963 293963.0032, 430000.1 294560.702099999, 430659.6967 294118.398700001, 431346.098 295020.2006, 431631.7976 294812.699999999, 432750.8008 295112.6042, 433805.7976 296407.5035, 437130.701 294834.003900001, 439506.4988 293479.601600001, 439618.9038 293111.9968))",http://data.parliament.uk/resources/1223443,2019 General Election,70226.0,13144.0,Con Hold,45190.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
339,Old Bexley and Sidcup,340,E14000869,548002,173628,0.12819,51.4423,24717649.4457321,26554.333824534,"POLYGON ((546763.3986 177028.995200001, 546506.6968 175651.7995, 546126.5006 175478.799000001, 546448.6021 175205.997099999, 546263.6984 174664.901900001, 549600.1036 174324.0995, 550973.302 173592.098999999, 550561.2963 172179.0035, 549962.8038 172412.4967, 549826.9994 172035.3047, 549669.0983 171241.301899999, 549917.2993 171030.4023, 549556.1986 170348.1976, 549880.6006 170227.5021, 549830.7015 169941.504000001, 549551.2021 169908.203500001, 548202.5987 170572.303400001, 547448.0024999999 170380.2984, 546353.8003999999 170620.5996, 544895.1996000001 172174.8047, 544363.4014 172374.797499999, 544846.7022000001 173645.8037, 545164.4009 173650.202400001, 545004.1004 175136.7969, 544506.1977 175417.296599999, 544799.1035 175485.8969, 544732.4009 176229.2042, 545815.299 177254.1008, 546507.7027 177347.903899999, 546763.3986 177028.995200001))",http://data.parliament.uk/resources/1223445,2019 General Election,66104.0,18952.0,Con Hold,46145.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
340,Oldham East and Saddleworth,341,E14000870,398906,408181,-2.0179,53.5703,103980441.965271,53181.8417809615,"POLYGON ((399470.8979 413357.696799999, 401537.5967 410021.1019, 403597.0975 408395.597200001, 403891.0999 407224.602399999, 405077.8033 406218.100500001, 405869.0983 406114.3002, 406087.1967 404640.1022, 405238.2027 403796.2038, 404951.9012 402698.198100001, 405616.7005 401981.0034, 405271.9993 401475.3981, 403325.2991 400833.301899999, 402525.5034 401459.002800001, 400301.0024 402819.9033, 399491.7002 402492.9968, 398852.4029 402749.803300001, 398897.8002 403127.6952, 398072.2965 403721.994999999, 396457.0972 403859.095799999, 396507.3014 402843.996400001, 395995.5964 402849.104900001, 393989.3999 402662.598300001, 393400.0017 403502.297900001, 392740.7019 403159.8959, 392374.2007 404584.898, 392994.5014 404767.4958, 392516.799 405561.898399999, 393169.8986 406716.3979, 393420.5979 406466.599400001, 393690.5 406855.098200001, 393896.7007 407730.897500001, 392926.0014 407825.3005, 392908.0024 408481.002800001, 391913.7965 408652.4037, 391766.4985 409995.8991, 392263.5025 410676.704299999, 392636.8966 410692.4998, 392775.4961 411463.9989, 396133.8002 410656.5001, 396450.798 410892.3026, 396332.9019 411203.003599999, 397726.5975 411817.5977, 398323.8038 414179.9015, 398573.4972 413253.296700001, 399470.8979 413357.696799999))",http://data.parliament.uk/resources/1223446,2019 General Election,72120.0,1499.0,Lab Hold,46164.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
341,Oldham West and Royton,342,E14000871,390878,405957,-2.1391,53.5502,30861490.180481,30240.7313964773,"POLYGON ((393989.3999 402662.598300001, 393245.8026 401446.0965, 392210.7011 401004.103, 391249.3023 401365.7995, 390388.5014 402717.502599999, 389737.2982 402135.2992, 389543.2013 402838.697899999, 389171.2006 402621.4001, 388793.6015 403043.9991, 388813.299 403465.498500001, 387766.5967 403614.2959, 388869.8024 405514.0021, 388703.9035 406857.5975, 390101.3012 407843.6952, 389730.3971 409531.5021, 391046.0038 409617.397500001, 391766.4985 409995.8991, 391913.7965 408652.4037, 392908.0024 408481.002800001, 392926.0014 407825.3005, 393896.7007 407730.897500001, 393690.5 406855.098200001, 393420.5979 406466.599400001, 393169.8986 406716.3979, 392516.799 405561.898399999, 392994.5014 404767.4958, 392374.2007 404584.898, 392740.7019 403159.8959, 393400.0017 403502.297900001, 393989.3999 402662.598300001))",http://data.parliament.uk/resources/1223447,2019 General Election,72999.0,11127.0,Lab Hold,44434.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
342,Orpington,343,E14000872,544861,162534,0.07851,51.3434,78634640.6849899,52581.7952890212,"POLYGON ((549551.2021 169908.203500001, 550541.2031 168157.4047, 549521.5034 168162.0034, 549897.1979 165601.296399999, 549571.1964 165289.095699999, 548928.8979 162732.897399999, 547640.4999000001 162692.499, 547899.098 161530.2017, 547648.4976 161080.8004, 546749.9014 160804.499399999, 545401.3969000001 159498.5033, 545279.9966 158338.895199999, 545891.203 157376.300799999, 545520.2 156949.203, 543636.6982 156480.8971, 543083.9987999999 156981.003900001, 542502.9034 156818.600400001, 542467.7959 157846.8961, 541795.6997999999 158451.2031, 541249.7036 157838.998299999, 540881.8007 156663.704700001, 540596.2 156667.2037, 540078.2041 158719.996099999, 540196.9989 159366.301100001, 539935.9026 159305.298599999, 539596.2968 160796.3018, 539185.3959 162608.303099999, 539838.5037 163323.398399999, 540403.9994 163082.0975, 540773.6997 163448.3027, 541948.4973 162919.903899999, 542368.5007 163256.397600001, 542792.5029 164564.803099999, 543188.6039 164865.2971, 542683.5032 165426.996300001, 543273.998 166097.304400001, 543733.5255 167595.5042, 543804.8975 167828.198899999, 543877.3963 168397.9958, 543275.5976 169290.000499999, 544461.4022 168422.9987, 545329.096 168260.2952, 545567.1969 167056.999700001, 546363.8017 167261.101299999, 546597.7965000001 168292.1961, 547019.8035 168295.2952, 547448.0024999999 170380.2984, 548202.5987 170572.303400001, 549551.2021 169908.203500001))",http://data.parliament.uk/resources/1223448,2019 General Election,68877.0,22378.0,Con Hold,48721.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
343,Oxford East,344,E14000873,453747,205162,-1.2229,51.7426,30991066.4413681,27797.4666068489,"POLYGON ((452499.5031 203209.4012, 451653.7 203513.5041, 450659.4034 205067.9992, 450862.001 205350.1984, 450478.9025 206252.0002, 450929.2972 206364.597999999, 450929.2972 206832.5041, 451837.5979 207418.496300001, 451604.3039 208224.095699999, 451945.6989 208996.004799999, 451197.7976 209605.9002, 451554.6026 209983.801999999, 453859.0972 208462.497500001, 456668.8986 207782.202199999, 456192.903 206649.896299999, 455701.9013 206747.8983, 455754.0019 204508.9992, 456773.5037 204488.9049, 457014.2018 204184.0022, 456019.5011 203457.000299999, 456451.6989 202853.1032, 456085.0988 202069.0976, 455344.6016 201790.497300001, 454296.5966 202185.5043, 453830.0993 201646.5985, 452499.5031 203209.4012))",http://data.parliament.uk/resources/1223449,2019 General Election,78303.0,17832.0,Lab Hold,49359.0,#E4003B,"(0.8941176470588236, 0.0, 0.23137254901960785, 1.0)"
344,Oxford West and Abingdon,345,E14000874,447995,207687,-1.3059,51.7658,128337312.429581,76003.7022295763,"POLYGON ((451554.6026 209983.801999999, 451197.7976 209605.9002, 451945.6989 208996.004799999, 451604.3039 208224.095699999, 451837.5979 207418.496300001, 450929.2972 206832.5041, 450929.2972 206364.597999999, 450478.9025 206252.0002, 450862.001 205350.1984, 450659.4034 205067.9992, 451653.7 203513.5041, 452499.5031 203209.4012, 452416.3022 202729.7985, 453045.9033 201722.196900001, 453891.6982 198714.097899999, 453268.6024 197382.2992, 452194.5018 196756.1984, 451400.1974 196764.7959, 451045.0991 197085.7041, 449876.7986 196787.499399999, 449630.2961 196527.3039, 449926.2031 195552.502900001, 449616.9968 195618.304099999, 449423.5017 195099.502599999, 448748.7011 195212.4003, 448984.5016 195595.8005, 447981.1024 195748.696799999, 448010.3971 196242.995300001, 447602.9015 196253.5023, 448061.6979 197592.698899999, 449028.1015 198815.4989, 449114.6005 198558.3025, 449465.7988 198798.8037, 448875.403 199465.7028, 448425.7009 199281.9954, 447866.1993 200328.095899999, 446804.4003 199802.6963, 446760.3964 199355.6043, 446278.1016 199727.797800001, 445658.7985 199341.998199999, 445905.6969 199836.9965, 445189.4979 200822.0046, 445268.4031 201153.999500001, 444769.8985 201520.604599999, 444053.0976 200990.1964, 443653.0967 199582.0995, 442927.0037 199359.803099999, 442095.5964 201006.401799999, 443701.0005 202967.500399999, 443814.197 203624.4024, 443316.8961 204471, 443928.3004 205563.8972, 443832.1959 206816.398700001, 444326.2977 207413.197799999, 443994.5989 208349.999700001, 445114.3029 208944.1996, 445930.498 209847.800899999, 446837.801 210125.501499999, 446592.898 212071.704399999, 445780.2978 212774.0033, 446116.2015 213361.7951, 445701.9037 213686.902000001, 446197.3989 213746.505000001, 446531.3981 214310.9034, 446090.3038 214928.9965, 445439.3975 214822.297, 445795.6006 215678.402000001, 446269.098 216175.0998, 446573.9014 216042.0978, 446632.598 216496.097899999, 447662.3979 216318.298800001, 447996.9 215405.9, 449062.401 215551.9981, 450385.6014 214999.996099999, 450611.4996 214272.804300001, 450156.199 214025.0952, 450905.8977 213806.4978, 450929.998 213212.897700001, 452318.3014 213705.796599999, 452524.9968 213132.500700001, 452166.5016 212411.697000001, 452294.2011 212001.304500001, 451551.1974 211236.3035, 452234.9026 210363.103399999, 451554.6026 209983.801999999))",http://data.parliament.uk/resources/1223450,2019 General Election,76951.0,8943.0,LD Hold,58824.0,#FAA61A,"(0.9803921568627451, 0.6509803921568628, 0.10196078431372549, 1.0)"
345,Pendle,346,E14000875,387637,443368,-2.1895,53.8864,169504146.838028,72075.2375306641,"POLYGON ((397063.002 439322.3046, 397009.203 437026.9016, 396065.9021 436596.504799999, 392703.4013 434383.498299999, 391629.9025 435952.699100001, 391186.4997 435526.5011, 390741.9012 436026.8979, 390291.3004 435967.504899999, 390098.3 436389.304099999, 387840.0025 436238.8972, 387189.5991 436572.7016, 387272.0002 436204.7969, 386431.6966 435031.402799999, 385352.0965 435751.896600001, 382905.3994 434638.395300001, 382333.2004 435445.7042, 381482.7965 434598.9966, 380691.4026 434721.8014, 380538.399 435375.0045, 380144.2026 435399.997300001, 380218.5978 436130.1983, 379474.3986 435175.001700001, 379171.203 435687.2951, 379223.1963 436888.4013, 379968.6983 437078.696799999, 380185.799 437834.4005, 378143.2994 438314.902899999, 379180.6023 439010.1039, 379142.304 439358.0043, 378706.0991 439479.2996, 379425.2003 439831.0989, 379109.6041 440633.699200001, 380103.0021 441683.6986, 382104.4989 442564.4965, 382629.6021 442210.9977, 383085.1005 442436.802999999, 383058.9966 442901.0002, 385354.8999 443847.9991, 385448.9018 444489.4955, 384666.8 445766.899800001, 383956.8013 448597.5995, 385295.6014 449746.9005, 385944.0012 449510.2983, 387988.2982 450699.4979, 388318.2985 450000.098099999, 387921.9007 449545.098300001, 388130.5007 448821.6954, 388546.2002 448694.901699999, 388951.1976 448999.9044, 389456.3973 448510.704399999, 389402.4004 447915.104900001, 390135.7985 448159.8048, 390284.9022 447775.005000001, 390786.2019 447734.5966, 390906.2995 448029.302200001, 391415.1022 447826.200300001, 391931.4986 447457.196, 392100.5966 446803.802999999, 392652.8013 446613.297499999, 393037.6973 445768.8992, 392662.0028 445387.6984, 393327.0989 443865.704, 394742.8996 442165.900599999, 394185.0965 441332.2992, 394759.0022 441530.702400001, 395175.0974 440684.204700001, 397063.002 439322.3046))",http://data.parliament.uk/resources/1223451,2019 General Election,65292.0,6186.0,Con Hold,44460.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
346,Penistone and Stocksbridge,347,E14000876,423088,401791,-1.6533,53.5123,293998543.217682,96017.7662452464,"POLYGON ((429370.804 412239.4969, 428919.5023 412259.801100001, 428191.8015 411384.601600001, 428285.1026 410115.4049, 429295.4029 409613.1987, 429514.2021 409159.998400001, 429317.4007 408810.998299999, 430510.1972 408697.7008, 430222.5023 407840.0962, 430488.8013 407488.3969, 431338.1993 407721.4002, 431539.1974 407300.8006, 431974.8004 407511.4003, 432093.1006 407081.703299999, 432509.5009 407221.103399999, 432723.4025 406405.796800001, 433388.6965 406428.9002, 433031.6029 405987.996400001, 433373.7977 405372.102700001, 432734.8961 404797.597100001, 433286.5979 404024.998299999, 434418.0017 403457.8007, 433896.4026 401590.595100001, 436259.0991 397360.096100001, 436764.1998 396273.497099999, 437096.0965 394643.8036, 437741.0993 393648.1986, 436510.6971 393748.300000001, 436251.7033 392760.3028, 435593.096 392440.304400001, 435694.2959 392768.7004, 435242.3017 392750.195699999, 434962.8023 393539.1998, 433813.0038 393429.001399999, 433924.3039 393119.5999, 433491.0012 393073.403200001, 433392.2996 392634.398800001, 432584.2011 392716.1954, 432041.2968 392190.8958, 431573.3979 392664.600199999, 431109.7039 392452.900800001, 430345.0981 392648.604800001, 429148.6986 392207.601, 428127.5972 393502.600299999, 426947.8032 393506.3992, 427042.003 394002.3972, 426600.2986 394292.6042, 426062.0033 394067.398600001, 424936.7998 394595.397500001, 424555.004 394491.6972, 424680.9968 394324.0952, 424351.4994 394471.1031, 424154.4012 394079.895099999, 423302.3978 394400.303300001, 422278.6993 394059.900800001, 421469.0013 393198.997199999, 420096.6026 392721.6039, 418920.4034 391423.995300001, 418046.3033 391052.1018, 416933.7972 392169.301999999, 417088.3014 392751.995200001, 416722.7978 393620.996400001, 417122.1968 394271.700200001, 416819.397 395647.396400001, 417006.296 396187.1019, 416551.6963 396491.3048, 415470.7028 396470.2008, 414954.1003 396864.498, 414761.9986 397519.8004, 413962.104 397691.001399999, 413272.6025 398268.696, 413609.504 400735.199999999, 412672.6012 401087.199200001, 413309.1034 401649.498299999, 412065.4019 401874.204, 411883.9034 402726.300100001, 413068.9001 404500.902100001, 413524.0027 404154.4013, 416281.1017 404473.799799999, 417982.6019 405604.7961, 418434.4972 407067.897299999, 419696.2967 407108.895500001, 420036.4961 406393.9002, 421995.9019 406337.6963, 422496.204 406391.800799999, 422562.0985 407048.402899999, 423397.6035 407342.0988, 425556.5975 407445.8991, 425936.497 408437.295299999, 426835.0025 409006.002499999, 426565.4962 409043.7017, 426460.6025 410202.4, 427368.697 410844.7962, 427548.596 411629.7015, 427150.2029 412322.7031, 427460.8026 412368.200099999, 427755.9016 412208.9957, 428417.1967 412533.502800001, 429370.804 412239.4969))",http://data.parliament.uk/resources/1223452,2019 General Election,70925.0,7210.0,Con Gain,49520.0,#0087DC,"(0.0, 0.5294117647058824, 0.8627450980392157, 1.0)"
