uri,constituency > label,election > label,electorate,majority,result of election,turnout
http://data.parliament.uk/resources/1223574,Tewkesbury,2019 General Election,83958,22410,Con Hold,61140
http://data.parliament.uk/resources/1223575,The Cotswolds,2019 General Election,81939,20214,Con Hold,61176
http://data.parliament.uk/resources/1223576,The Wrekin,2019 General Election,70693,18726,Con Hold,48890
http://data.parliament.uk/resources/1223577,Thirsk and Malton,2019 General Election,80991,25154,Con Hold,56588
http://data.parliament.uk/resources/1223578,Thornbury and Yate,2019 General Election,69492,12369,Con Hold,52243
http://data.parliament.uk/resources/1223579,Thurrock,2019 General Election,79659,11482,Con Hold,47467
http://data.parliament.uk/resources/1223580,Tiverton and Honiton,2019 General Election,82953,24239,Con Hold,59613
http://data.parliament.uk/resources/1223581,Tonbridge and Malling,2019 General Election,79278,26941,Con Hold,57003
http://data.parliament.uk/resources/1223582,Tooting,2019 General Election,76954,14307,Lab Hold,58473
http://data.parliament.uk/resources/1223583,Torbay,2019 General Election,75054,17749,Con Hold,50426
http://data.parliament.uk/resources/1223584,Torfaen,2019 General Election,62330,3742,Lab Hold,37176
http://data.parliament.uk/resources/1223585,Torridge and West Devon,2019 General Election,80403,24992,Con Hold,59730
http://data.parliament.uk/resources/1223586,Totnes,2019 General Election,69863,12724,Con Hold,52182
http://data.parliament.uk/resources/1223587,Tottenham,2019 General Election,75740,30175,Lab Hold,46856
http://data.parliament.uk/resources/1223588,Truro and Falmouth,2019 General Election,76719,4561,Con Hold,59190
http://data.parliament.uk/resources/1223589,Tunbridge Wells,2019 General Election,74823,14645,Con Hold,54650
http://data.parliament.uk/resources/1223590,Twickenham,2019 General Election,84906,14121,LD Hold,64503
http://data.parliament.uk/resources/1223591,Tynemouth,2019 General Election,77261,4857,Lab Hold,56034
http://data.parliament.uk/resources/1223592,Upper Bann,2019 General Election,82887,8210,DUP Hold,50045
http://data.parliament.uk/resources/1223593,Uxbridge and South Ruislip,2019 General Election,70365,7210,Con Hold,48187
http://data.parliament.uk/resources/1223594,Vale of Clwyd,2019 General Election,56649,1827,Con Gain,37213
http://data.parliament.uk/resources/1223595,Vale of Glamorgan,2019 General Election,76508,3562,Con Hold,54807
http://data.parliament.uk/resources/1223596,Vauxhall,2019 General Election,88659,19612,Lab Hold,56333
http://data.parliament.uk/resources/1223597,Wakefield,2019 General Election,70192,3358,Con Gain,45027
http://data.parliament.uk/resources/1223598,Wallasey,2019 General Election,66310,18322,Lab Hold,46492
http://data.parliament.uk/resources/1223599,Walsall North,2019 General Election,67177,11965,Con Hold,36556
http://data.parliament.uk/resources/1223600,Walsall South,2019 General Election,68024,3456,Lab Hold,42472
http://data.parliament.uk/resources/1223601,Walthamstow,2019 General Election,70267,30862,Lab Hold,48335
http://data.parliament.uk/resources/1223602,Wansbeck,2019 General Election,63339,814,Lab Hold,40509
http://data.parliament.uk/resources/1223603,Wantage,2019 General Election,90867,12653,Con Hold,67173
http://data.parliament.uk/resources/1223604,Warley,2019 General Election,62357,11511,Lab Hold,37239
http://data.parliament.uk/resources/1223605,Warrington North,2019 General Election,72235,1509,Lab Hold,46667
http://data.parliament.uk/resources/1223606,Warrington South,2019 General Election,86015,2010,Con Gain,61899
http://data.parliament.uk/resources/1223607,Warwick and Leamington,2019 General Election,76362,789,Lab Hold,54205
http://data.parliament.uk/resources/1223608,Washington and Sunderland West,2019 General Election,66278,3723,Lab Hold,37513
http://data.parliament.uk/resources/1223609,Watford,2019 General Election,83359,4433,Con Hold,58065
http://data.parliament.uk/resources/1223610,Waveney,2019 General Election,82791,18002,Con Hold,51129
http://data.parliament.uk/resources/1223611,Wealden,2019 General Election,82998,25655,Con Hold,60907
http://data.parliament.uk/resources/1223612,Weaver Vale,2019 General Election,70551,562,Lab Hold,50713
http://data.parliament.uk/resources/1223613,Wellingborough,2019 General Election,80765,18540,Con Hold,51913
http://data.parliament.uk/resources/1223614,Wells,2019 General Election,84124,9991,Con Hold,61628
http://data.parliament.uk/resources/1223615,Welwyn Hatfield,2019 General Election,74892,10955,Con Hold,52053
http://data.parliament.uk/resources/1223616,Wentworth and Dearne,2019 General Election,74536,2165,Lab Hold,41557
http://data.parliament.uk/resources/1223617,West Bromwich East,2019 General Election,62046,1593,Con Gain,35975
http://data.parliament.uk/resources/1223618,West Bromwich West,2019 General Election,64517,3799,Con Gain,34459
http://data.parliament.uk/resources/1223619,West Dorset,2019 General Election,81897,14106,Con Hold,60925
http://data.parliament.uk/resources/1223620,West Ham,2019 General Election,97947,32388,Lab Hold,60200
http://data.parliament.uk/resources/1223621,West Lancashire,2019 General Election,73347,8336,Lab Hold,52663
http://data.parliament.uk/resources/1223622,West Suffolk,2019 General Election,80193,23194,Con Hold,51437
http://data.parliament.uk/resources/1223623,West Tyrone,2019 General Election,66259,7478,SF Hold,41186
http://data.parliament.uk/resources/1223624,West Worcestershire,2019 General Election,76241,24499,Con Hold,57530
http://data.parliament.uk/resources/1223625,Westminster North,2019 General Election,65519,10759,Lab Hold,42911
http://data.parliament.uk/resources/1223626,Westmorland and Lonsdale,2019 General Election,67789,1934,LD Hold,52712
http://data.parliament.uk/resources/1223627,Weston-super-Mare,2019 General Election,82526,17121,Con Hold,55614
http://data.parliament.uk/resources/1223628,Wigan,2019 General Election,75680,6728,Lab Hold,45042
http://data.parliament.uk/resources/1223629,Wimbledon,2019 General Election,68240,628,Con Hold,53027
http://data.parliament.uk/resources/1223630,Winchester,2019 General Election,75582,985,Con Hold,58890
http://data.parliament.uk/resources/1223631,Windsor,2019 General Election,75038,20079,Con Hold,53750
http://data.parliament.uk/resources/1223632,Wirral South,2019 General Election,57280,6105,Lab Hold,43547
http://data.parliament.uk/resources/1223633,Wirral West,2019 General Election,55550,3003,Lab Hold,42918
http://data.parliament.uk/resources/1223634,Witham,2019 General Election,70402,24082,Con Hold,49344
http://data.parliament.uk/resources/1223635,Witney,2019 General Election,83845,15177,Con Hold,61305
http://data.parliament.uk/resources/1223636,Woking,2019 General Election,75424,9767,Con Hold,53937
http://data.parliament.uk/resources/1223637,Wokingham,2019 General Election,83953,7383,Con Hold,61997
http://data.parliament.uk/resources/1223638,Wolverhampton North East,2019 General Election,61660,4080,Con Gain,34281
http://data.parliament.uk/resources/1223639,Wolverhampton South East,2019 General Election,62883,1235,Lab Hold,33443
http://data.parliament.uk/resources/1223640,Wolverhampton South West,2019 General Election,60534,1661,Con Gain,41136
http://data.parliament.uk/resources/1223641,Worcester,2019 General Election,73485,6758,Con Hold,50898
http://data.parliament.uk/resources/1223642,Workington,2019 General Election,61370,4176,Con Gain,41599
http://data.parliament.uk/resources/1223643,Worsley and Eccles South,2019 General Election,75219,3219,Lab Hold,44707
http://data.parliament.uk/resources/1223644,Worthing West,2019 General Election,78585,14823,Con Hold,54648
http://data.parliament.uk/resources/1223645,Wrexham,2019 General Election,49737,2131,Con Gain,33532
http://data.parliament.uk/resources/1223646,Wycombe,2019 General Election,78093,4214,Con Hold,54756
http://data.parliament.uk/resources/1223647,Wyre and Preston North,2019 General Election,74775,16781,Con Hold,52924
http://data.parliament.uk/resources/1223648,Wyre Forest,2019 General Election,78077,21413,Con Hold,50561
http://data.parliament.uk/resources/1223649,Wythenshawe and Sale East,2019 General Election,76313,10396,Lab Hold,44759
http://data.parliament.uk/resources/1223650,Yeovil,2019 General Election,82468,16181,Con Hold,59260
http://data.parliament.uk/resources/1223651,Ynys Môn,2019 General Election,51925,1968,Con Gain,36552
http://data.parliament.uk/resources/1223652,York Central,2019 General Election,74899,13545,Lab Hold,49505
http://data.parliament.uk/resources/1223653,York Outer,2019 General Election,74673,9985,Con Hold,55347
